transaction_id,contract_id,counterparty_id,transaction_type,accounting_period,transaction_date,currency,original_amount,exchange_rate,converted_amount_usd,processing_timestamp
TX038126,CTR0392,CP009,CLAIM,2025-11,2025-11-23,BRL,48324.11,0.2,9664.82,2025-11-25 02:47:00
TX038127,CTR0254,CP017,CLAIM,2025-03,2025-03-17,USD,34518.07,1.0,34518.07,2025-03-17 12:36:00
TX038128,CTR0315,CP013,COMMISSION,2025-01,2025-01-15,EUR,3184.68,1.1,3503.15,2025-01-18 00:31:00
TX038129,CTR0026,CP033,PREMIUM,2025-09,2025-09-02,GBP,97262.42,1.27,123523.27,2025-09-03 13:34:00
TX038130,CTR0218,CP005,COMMISSION,2025-07,2025-07-20,USD,2568.6,1.0,2568.6,2025-07-21 05:20:00
TX038131,CTR0184,CP035,CLAIM,2025-09,2025-09-25,EUR,9036.04,1.1,9939.64,2025-09-27 17:05:00
TX038132,CTR0077,CP017,COMMISSION,2025-01,2025-01-22,BRL,2289.97,0.2,457.99,2025-01-24 13:27:00
TX038133,CTR0382,CP047,COMMISSION,2025-03,2025-03-21,GBP,3547.74,1.27,4505.63,2025-03-23 05:03:00
TX038134,CTR0253,CP010,COMMISSION,2025-10,2025-10-31,USD,1633.43,1.0,1633.43,2025-11-02 16:18:00
TX038135,CTR0440,CP020,CLAIM,2025-04,2025-04-27,EUR,27355.45,1.1,30091.0,2025-04-29 11:18:00
TX038136,CTR0080,CP034,PREMIUM,2025-02,2025-02-27,USD,7822.1,1.0,7822.1,2025-02-28 06:38:00
TX038137,CTR0366,CP026,COMMISSION,2025-12,2025-12-11,BRL,2747.34,0.2,549.47,2025-12-12 14:19:00
TX038138,CTR0303,CP001,CLAIM,2025-08,2025-08-07,EUR,4780.19,1.1,5258.21,2025-08-08 08:58:00
TX038139,CTR0326,CP012,COMMISSION,2025-12,2025-12-24,BRL,2047.3,0.2,409.46,2025-12-25 17:40:00
TX038140,CTR0155,CP022,PREMIUM,2025-12,2025-12-26,EUR,7790.59,1.1,8569.65,2025-12-26 18:24:00
TX038141,CTR0346,CP013,CLAIM,2025-02,2025-02-27,EUR,4694.88,1.1,5164.37,2025-02-28 13:57:00
TX038142,CTR0124,CP024,COMMISSION,2025-08,2025-08-31,EUR,1738.55,1.1,1912.41,2025-08-31 02:35:00
TX038143,CTR0382,CP047,CLAIM,2025-09,2025-09-15,USD,2969.59,1.0,2969.59,2025-09-15 17:42:00
TX038144,CTR0221,CP007,CLAIM,2025-05,2025-05-27,BRL,6902.94,0.2,1380.59,2025-05-29 03:13:00
TX038145,CTR0240,CP032,PREMIUM,2025-11,2025-11-09,EUR,11110.11,1.1,12221.12,2025-11-11 09:05:00
TX038146,CTR0291,CP041,PREMIUM,2025-05,2025-05-14,GBP,6958.06,1.27,8836.74,2025-05-16 16:33:00
TX038147,CTR0043,CP036,COMMISSION,2025-01,2025-01-18,EUR,1481.33,1.1,1629.46,2025-01-20 09:20:00
TX038148,CTR0184,CP035,CLAIM,2025-12,2025-12-14,BRL,14496.74,0.2,2899.35,2025-12-14 06:22:00
TX038149,CTR0102,CP010,PREMIUM,2025-07,2025-07-19,GBP,16727.04,1.27,21243.34,2025-07-20 09:37:00
TX038150,CTR0482,CP042,PREMIUM,2025-08,2025-08-03,BRL,9528.12,0.2,1905.62,2025-08-03 17:57:00
TX038151,CTR0211,CP014,PREMIUM,2025-10,2025-10-01,GBP,5860.17,1.27,7442.42,2025-10-04 00:54:00
TX038152,CTR0003,CP033,CLAIM,2025-12,2025-12-30,EUR,1905.45,1.1,2096.0,2026-01-01 18:45:00
TX038153,CTR0014,CP039,PREMIUM,2025-08,2025-08-24,GBP,7417.68,1.27,9420.45,2025-08-25 04:51:00
TX038154,CTR0457,CP008,PREMIUM,2025-01,2025-01-23,EUR,4499.5,1.1,4949.45,2025-01-24 13:36:00
TX038155,CTR0079,CP029,CLAIM,2025-05,2025-05-23,GBP,30356.27,1.27,38552.46,2025-05-24 13:05:00
TX038156,CTR0001,CP005,COMMISSION,2025-10,2025-10-23,EUR,1262.33,1.1,1388.56,2025-10-23 02:30:00
TX038157,CTR0107,CP040,COMMISSION,2025-10,2025-10-04,EUR,2147.24,1.1,2361.96,2025-10-06 18:07:00
TX038158,CTR0109,CP024,CLAIM,2025-03,2025-03-09,BRL,20238.13,0.2,4047.63,2025-03-10 07:32:00
TX038159,CTR0040,CP032,CLAIM,2025-03,2025-03-07,BRL,11668.73,0.2,2333.75,2025-03-07 13:18:00
TX038160,CTR0499,CP047,COMMISSION,2025-05,2025-05-05,GBP,2045.98,1.27,2598.39,2025-05-07 07:05:00
TX038161,CTR0030,CP023,COMMISSION,2025-11,2025-11-04,EUR,1690.35,1.1,1859.38,2025-11-06 16:57:00
TX038162,CTR0365,CP006,PREMIUM,2025-08,2025-08-25,BRL,6479.11,0.2,1295.82,2025-08-26 01:01:00
TX038163,CTR0419,CP015,CLAIM,2025-09,2025-09-01,BRL,12662.24,0.2,2532.45,2025-09-01 16:19:00
TX038164,CTR0323,CP031,CLAIM,2025-10,2025-10-22,USD,66673.89,1.0,66673.89,2025-10-23 23:36:00
TX038165,CTR0067,CP046,PREMIUM,2025-04,2025-04-26,USD,1127.51,1.0,1127.51,2025-04-27 08:48:00
TX038166,CTR0364,CP045,COMMISSION,2025-07,2025-07-27,EUR,1950.08,1.1,2145.09,2025-07-28 07:36:00
TX038167,CTR0165,CP021,CLAIM,2025-07,2025-07-02,USD,8910.11,1.0,8910.11,2025-07-04 01:33:00
TX038168,CTR0205,CP023,COMMISSION,2025-02,2025-02-08,GBP,2432.8,1.27,3089.66,2025-02-08 10:13:00
TX038169,CTR0126,CP029,COMMISSION,2025-04,2025-04-30,BRL,1057.64,0.2,211.53,2025-05-02 23:31:00
TX038170,CTR0393,CP019,PREMIUM,2025-01,2025-01-02,BRL,2537.14,0.2,507.43,2025-01-03 06:47:00
TX038171,CTR0290,CP024,PREMIUM,2025-04,2025-04-27,EUR,8224.6,1.1,9047.06,2025-04-28 22:37:00
TX038172,CTR0078,CP012,COMMISSION,2025-11,2025-11-15,BRL,2669.47,0.2,533.89,2025-11-15 04:05:00
TX038173,CTR0204,CP035,PREMIUM,2025-01,2025-01-27,EUR,7648.64,1.1,8413.5,2025-01-28 20:19:00
TX038174,CTR0397,CP003,PREMIUM,2025-04,2025-04-11,EUR,24271.43,1.1,26698.57,2025-04-11 06:43:00
TX038175,CTR0469,CP010,CLAIM,2025-07,2025-07-05,BRL,6839.84,0.2,1367.97,2025-07-07 03:04:00
TX038176,CTR0470,CP047,PREMIUM,2025-09,2025-09-02,EUR,16234.02,1.1,17857.42,2025-09-03 22:32:00
TX038177,CTR0068,CP019,COMMISSION,2025-02,2025-02-03,BRL,1837.19,0.2,367.44,2025-02-03 21:38:00
TX038178,CTR0429,CP002,COMMISSION,2025-10,2025-10-11,EUR,4405.62,1.1,4846.18,2025-10-13 12:19:00
TX038179,CTR0284,CP025,COMMISSION,2025-07,2025-07-01,USD,1230.22,1.0,1230.22,2025-07-04 00:35:00
TX038180,CTR0370,CP039,COMMISSION,2025-09,2025-09-14,BRL,2279.88,0.2,455.98,2025-09-14 01:53:00
TX038181,CTR0193,CP031,PREMIUM,2025-07,2025-07-30,BRL,10941.81,0.2,2188.36,2025-07-30 04:06:00
TX038182,CTR0326,CP012,CLAIM,2025-02,2025-02-06,BRL,8666.26,0.2,1733.25,2025-02-07 05:45:00
TX038183,CTR0130,CP032,PREMIUM,2025-05,2025-05-03,GBP,4545.08,1.27,5772.25,2025-05-04 04:52:00
TX038184,CTR0261,CP040,PREMIUM,2025-10,2025-10-10,GBP,13054.96,1.27,16579.8,2025-10-11 02:56:00
TX038185,CTR0113,CP028,COMMISSION,2025-06,2025-06-30,EUR,2574.77,1.1,2832.25,2025-07-02 23:47:00
TX038186,CTR0198,CP006,PREMIUM,2025-11,2025-11-22,BRL,5403.92,0.2,1080.78,2025-11-22 23:17:00
TX038187,CTR0204,CP035,COMMISSION,2025-09,2025-09-11,BRL,1666.62,0.2,333.32,2025-09-11 18:21:00
TX038188,CTR0433,CP042,CLAIM,2025-10,2025-10-17,BRL,14972.87,0.2,2994.57,2025-10-17 13:37:00
TX038189,CTR0315,CP013,COMMISSION,2025-07,2025-07-11,EUR,2656.01,1.1,2921.61,2025-07-12 17:49:00
TX038190,CTR0324,CP046,CLAIM,2025-07,2025-07-06,EUR,3694.69,1.1,4064.16,2025-07-08 17:45:00
TX038191,CTR0142,CP011,CLAIM,2025-07,2025-07-23,USD,35940.59,1.0,35940.59,2025-07-24 16:44:00
TX038192,CTR0218,CP005,PREMIUM,2025-03,2025-03-14,BRL,7102.49,0.2,1420.5,2025-03-15 13:31:00
TX038193,CTR0237,CP034,CLAIM,2025-08,2025-08-01,EUR,2850.8,1.1,3135.88,2025-08-03 14:36:00
TX038194,CTR0393,CP019,COMMISSION,2025-08,2025-08-17,BRL,824.02,0.2,164.8,2025-08-18 23:53:00
TX038195,CTR0093,CP043,COMMISSION,2025-01,2025-01-04,USD,2861.55,1.0,2861.55,2025-01-04 06:42:00
TX038196,CTR0028,CP042,COMMISSION,2025-09,2025-09-13,USD,1779.59,1.0,1779.59,2025-09-13 03:19:00
TX038197,CTR0253,CP010,CLAIM,2025-05,2025-05-20,GBP,32910.91,1.27,41796.86,2025-05-20 05:12:00
TX038198,CTR0407,CP022,COMMISSION,2025-04,2025-04-09,EUR,3304.7,1.1,3635.17,2025-04-11 03:38:00
TX038199,CTR0367,CP024,CLAIM,2025-08,2025-08-25,USD,389080.54,1.0,389080.54,2025-08-25 09:16:00
TX038200,CTR0406,CP026,COMMISSION,2025-08,2025-08-23,GBP,1944.3,1.27,2469.26,2025-08-23 05:36:00
TX038201,CTR0197,CP018,PREMIUM,2025-03,2025-03-04,GBP,1503.94,1.27,1910.0,2025-03-05 00:31:00
TX038202,CTR0115,CP026,PREMIUM,2025-11,2025-11-16,GBP,8839.31,1.27,11225.92,2025-11-18 05:39:00
TX038203,CTR0330,CP028,CLAIM,2025-10,2025-10-14,EUR,72542.78,1.1,79797.06,2025-10-16 14:05:00
TX038204,CTR0019,CP042,CLAIM,2025-05,2025-05-20,GBP,46765.64,1.27,59392.36,2025-05-21 23:30:00
TX038205,CTR0448,CP048,CLAIM,2025-01,2025-01-24,GBP,4363.65,1.27,5541.84,2025-01-25 01:40:00
TX038206,CTR0357,CP008,COMMISSION,2025-07,2025-07-14,BRL,1545.66,0.2,309.13,2025-07-14 07:46:00
TX038207,CTR0252,CP025,CLAIM,2025-12,2025-12-27,GBP,33024.74,1.27,41941.42,2025-12-27 00:38:00
TX038208,CTR0100,CP007,PREMIUM,2025-09,2025-09-19,GBP,7308.2,1.27,9281.41,2025-09-19 10:43:00
TX038209,CTR0126,CP029,CLAIM,2025-05,2025-05-01,EUR,8679.63,1.1,9547.59,2025-05-02 21:29:00
TX038210,CTR0499,CP047,PREMIUM,2025-09,2025-09-28,GBP,10510.05,1.27,13347.76,2025-09-29 16:34:00
TX038211,CTR0008,CP035,PREMIUM,2025-10,2025-10-20,BRL,7562.52,0.2,1512.5,2025-10-21 11:59:00
TX038212,CTR0005,CP022,PREMIUM,2025-08,2025-08-24,USD,1959.72,1.0,1959.72,2025-08-25 20:02:00
TX038213,CTR0174,CP037,PREMIUM,2025-03,2025-03-19,GBP,15554.41,1.27,19754.1,2025-03-21 18:23:00
TX038214,CTR0115,CP026,CLAIM,2025-07,2025-07-12,BRL,33657.57,0.2,6731.51,2025-07-12 17:20:00
TX038215,CTR0339,CP011,CLAIM,2025-03,2025-03-30,EUR,31928.07,1.1,35120.88,2025-03-31 17:39:00
TX038216,CTR0022,CP019,COMMISSION,2025-09,2025-09-14,GBP,1471.46,1.27,1868.75,2025-09-14 18:10:00
TX038217,CTR0393,CP019,PREMIUM,2025-01,2025-01-08,USD,8670.66,1.0,8670.66,2025-01-08 17:49:00
TX038218,CTR0392,CP009,CLAIM,2025-11,2025-11-05,GBP,9240.44,1.27,11735.36,2025-11-08 00:02:00
TX038219,CTR0115,CP026,COMMISSION,2025-06,2025-06-26,EUR,3104.95,1.1,3415.44,2025-06-28 08:25:00
TX038220,CTR0290,CP024,CLAIM,2025-11,2025-11-24,GBP,4069.95,1.27,5168.84,2025-11-25 22:49:00
TX038221,CTR0336,CP041,CLAIM,2025-12,2025-12-16,USD,9675.25,1.0,9675.25,2025-12-18 14:44:00
TX038222,CTR0425,CP021,CLAIM,2025-06,2025-06-06,GBP,7561.05,1.27,9602.53,2025-06-07 03:18:00
TX038223,CTR0367,CP024,PREMIUM,2025-11,2025-11-23,USD,22117.96,1.0,22117.96,2025-11-23 19:45:00
TX038224,CTR0482,CP042,COMMISSION,2025-09,2025-09-17,BRL,2724.51,0.2,544.9,2025-09-17 05:58:00
TX038225,CTR0058,CP008,CLAIM,2025-06,2025-06-22,EUR,21465.22,1.1,23611.74,2025-06-23 18:18:00
TX038226,CTR0306,CP008,PREMIUM,2025-05,2025-05-28,EUR,1363.83,1.1,1500.21,2025-05-29 18:42:00
TX038227,CTR0387,CP004,PREMIUM,2025-11,2025-11-21,GBP,6613.08,1.27,8398.61,2025-11-22 05:52:00
TX038228,CTR0116,CP029,CLAIM,2025-11,2025-11-11,USD,37591.0,1.0,37591.0,2025-11-12 23:04:00
TX038229,CTR0110,CP036,COMMISSION,2025-11,2025-11-14,GBP,1057.61,1.27,1343.16,2025-11-14 08:24:00
TX038230,CTR0047,CP023,COMMISSION,2025-10,2025-10-31,EUR,1505.68,1.1,1656.25,2025-11-02 01:11:00
TX038231,CTR0493,CP038,CLAIM,2025-12,2025-12-10,EUR,12076.5,1.1,13284.15,2025-12-11 17:39:00
TX038232,CTR0434,CP007,COMMISSION,2025-10,2025-10-02,USD,1816.56,1.0,1816.56,2025-10-02 15:47:00
TX038233,CTR0061,CP047,COMMISSION,2025-04,2025-04-20,USD,3517.78,1.0,3517.78,2025-04-21 20:17:00
TX038234,CTR0123,CP033,CLAIM,2025-06,2025-06-28,BRL,6102.69,0.2,1220.54,2025-06-29 02:30:00
TX038235,CTR0230,CP009,COMMISSION,2025-01,2025-01-08,EUR,1278.02,1.1,1405.82,2025-01-08 21:35:00
TX038236,CTR0447,CP016,PREMIUM,2025-07,2025-07-16,EUR,21364.05,1.1,23500.46,2025-07-17 09:02:00
TX038237,CTR0413,CP014,COMMISSION,2025-03,2025-03-24,USD,2824.1,1.0,2824.1,2025-03-25 18:32:00
TX038238,CTR0440,CP020,COMMISSION,2025-10,2025-10-20,EUR,1901.28,1.1,2091.41,2025-10-20 15:23:00
TX038239,CTR0415,CP001,CLAIM,2025-11,2025-11-20,USD,10646.82,1.0,10646.82,2025-11-21 09:05:00
TX038240,CTR0314,CP015,COMMISSION,2025-01,2025-01-18,USD,4348.86,1.0,4348.86,2025-01-20 01:38:00
TX038241,CTR0146,CP043,PREMIUM,2025-07,2025-07-22,USD,2600.44,1.0,2600.44,2025-07-23 12:01:00
TX038242,CTR0302,CP042,PREMIUM,2025-07,2025-07-27,GBP,19350.29,1.27,24574.87,2025-07-28 01:27:00
TX038243,CTR0248,CP021,CLAIM,2025-09,2025-09-12,EUR,31768.07,1.1,34944.88,2025-09-14 20:15:00
TX038244,CTR0476,CP040,PREMIUM,2025-03,2025-03-29,USD,22711.14,1.0,22711.14,2025-03-29 22:41:00
TX038245,CTR0225,CP037,PREMIUM,2025-01,2025-01-04,USD,12251.22,1.0,12251.22,2025-01-06 18:35:00
TX038246,CTR0379,CP019,PREMIUM,2025-08,2025-08-09,EUR,4171.24,1.1,4588.36,2025-08-10 18:11:00
TX038247,CTR0087,CP005,CLAIM,2025-03,2025-03-28,EUR,11226.41,1.1,12349.05,2025-03-28 03:38:00
TX038248,CTR0342,CP015,CLAIM,2025-06,2025-06-23,GBP,15528.86,1.27,19721.65,2025-06-23 13:24:00
TX038249,CTR0227,CP041,PREMIUM,2025-10,2025-10-02,GBP,3823.06,1.27,4855.29,2025-10-03 09:15:00
TX038250,CTR0218,CP005,PREMIUM,2025-08,2025-08-21,GBP,8950.11,1.27,11366.64,2025-08-23 07:12:00
TX038251,CTR0378,CP038,COMMISSION,2025-11,2025-11-25,GBP,551.56,1.27,700.48,2025-11-27 02:18:00
TX038252,CTR0242,CP030,PREMIUM,2025-02,2025-02-04,EUR,15392.1,1.1,16931.31,2025-02-06 11:29:00
TX038253,CTR0030,CP023,CLAIM,2025-01,2025-01-05,GBP,15202.43,1.27,19307.09,2025-01-05 05:14:00
TX038254,CTR0195,CP048,COMMISSION,2025-12,2025-12-05,USD,1370.2,1.0,1370.2,2025-12-07 12:13:00
TX038255,CTR0482,CP042,CLAIM,2025-11,2025-11-13,EUR,3434.52,1.1,3777.97,2025-11-14 20:32:00
TX038256,CTR0474,CP024,PREMIUM,2025-08,2025-08-01,USD,41299.22,1.0,41299.22,2025-08-01 17:46:00
TX038257,CTR0308,CP028,COMMISSION,2025-11,2025-11-11,GBP,2121.38,1.27,2694.15,2025-11-12 00:09:00
TX038258,CTR0320,CP039,COMMISSION,2025-04,2025-04-18,EUR,2115.3,1.1,2326.83,2025-04-18 15:00:00
TX038259,CTR0132,CP028,COMMISSION,2025-12,2025-12-16,GBP,1235.02,1.27,1568.48,2025-12-17 09:42:00
TX038260,CTR0391,CP038,CLAIM,2025-10,2025-10-18,USD,5209.28,1.0,5209.28,2025-10-18 05:59:00
TX038261,CTR0300,CP002,PREMIUM,2025-05,2025-05-24,EUR,12941.66,1.1,14235.83,2025-05-24 19:53:00
TX038262,CTR0019,CP042,CLAIM,2025-09,2025-09-07,USD,6628.76,1.0,6628.76,2025-09-07 03:06:00
TX038263,CTR0475,CP032,COMMISSION,2025-04,2025-04-01,USD,892.28,1.0,892.28,2025-04-03 11:44:00
TX038264,CTR0427,CP044,COMMISSION,2025-06,2025-06-13,BRL,1638.47,0.2,327.69,2025-06-14 10:44:00
TX038265,CTR0041,CP009,PREMIUM,2025-06,2025-06-21,GBP,4218.0,1.27,5356.86,2025-06-23 11:33:00
TX038266,CTR0209,CP014,PREMIUM,2025-04,2025-04-12,USD,22722.67,1.0,22722.67,2025-04-14 18:36:00
TX038267,CTR0372,CP034,PREMIUM,2025-04,2025-04-13,BRL,34364.89,0.2,6872.98,2025-04-13 06:46:00
TX038268,CTR0369,CP002,PREMIUM,2025-04,2025-04-27,GBP,11487.13,1.27,14588.66,2025-04-28 20:49:00
TX038269,CTR0084,CP042,PREMIUM,2025-09,2025-09-02,GBP,13610.87,1.27,17285.8,2025-09-04 19:12:00
TX038270,CTR0021,CP026,CLAIM,2025-01,2025-01-19,EUR,23513.57,1.1,25864.93,2025-01-21 00:54:00
TX038271,CTR0493,CP038,PREMIUM,2025-06,2025-06-28,BRL,17100.97,0.2,3420.19,2025-06-28 01:14:00
TX038272,CTR0447,CP016,CLAIM,2025-05,2025-05-21,GBP,9395.12,1.27,11931.8,2025-05-21 02:36:00
TX038273,CTR0370,CP039,COMMISSION,2025-11,2025-11-04,EUR,2180.83,1.1,2398.91,2025-11-04 05:58:00
TX038274,CTR0330,CP028,CLAIM,2025-07,2025-07-07,BRL,57249.25,0.2,11449.85,2025-07-08 00:16:00
TX038275,CTR0344,CP026,CLAIM,2025-08,2025-08-23,USD,25322.21,1.0,25322.21,2025-08-25 08:34:00
TX038276,CTR0229,CP028,COMMISSION,2025-11,2025-11-04,GBP,514.57,1.27,653.5,2025-11-06 11:17:00
TX038277,CTR0343,CP032,CLAIM,2025-11,2025-11-16,BRL,92685.31,0.2,18537.06,2025-11-17 22:39:00
TX038278,CTR0152,CP015,COMMISSION,2025-08,2025-08-25,GBP,1175.15,1.27,1492.44,2025-08-26 12:23:00
TX038279,CTR0042,CP038,COMMISSION,2025-08,2025-08-16,USD,1049.61,1.0,1049.61,2025-08-18 04:12:00
TX038280,CTR0156,CP034,PREMIUM,2025-03,2025-03-21,EUR,817.47,1.1,899.22,2025-03-22 05:24:00
TX038281,CTR0147,CP002,COMMISSION,2025-02,2025-02-12,BRL,3835.54,0.2,767.11,2025-02-13 12:32:00
TX038282,CTR0152,CP015,PREMIUM,2025-12,2025-12-18,USD,9564.46,1.0,9564.46,2025-12-19 00:49:00
TX038283,CTR0236,CP036,PREMIUM,2025-05,2025-05-06,GBP,6798.69,1.27,8634.34,2025-05-06 06:37:00
TX038284,CTR0066,CP017,CLAIM,2025-03,2025-03-22,USD,54863.85,1.0,54863.85,2025-03-22 06:54:00
TX038286,CTR0232,CP043,COMMISSION,2025-08,2025-08-14,GBP,1647.4,1.27,2092.2,2025-08-14 06:34:00
TX038287,CTR0095,CP045,CLAIM,2025-03,2025-03-08,BRL,48715.46,0.2,9743.09,2025-03-09 13:55:00
TX038288,CTR0227,CP041,PREMIUM,2025-04,2025-04-30,EUR,3624.85,1.1,3987.34,2025-05-01 04:17:00
TX038289,CTR0338,CP016,CLAIM,2025-09,2025-09-28,USD,27904.49,1.0,27904.49,2025-09-29 16:09:00
TX038290,CTR0206,CP014,CLAIM,2025-02,2025-02-14,USD,12205.85,1.0,12205.85,2025-02-15 01:32:00
TX038291,CTR0002,CP039,PREMIUM,2025-06,2025-06-15,GBP,11713.57,1.27,14876.23,2025-06-15 19:07:00
TX038292,CTR0352,CP003,PREMIUM,2025-10,2025-10-28,BRL,11066.19,0.2,2213.24,2025-10-29 03:42:00
TX038293,CTR0290,CP024,COMMISSION,2025-04,2025-04-12,GBP,3183.6,1.27,4043.17,2025-04-12 12:14:00
TX038294,CTR0210,CP039,COMMISSION,2025-08,2025-08-04,GBP,1069.08,1.27,1357.73,2025-08-06 13:56:00
TX038295,CTR0012,CP049,CLAIM,2025-11,2025-11-03,GBP,51299.19,1.27,65149.97,2025-11-05 03:26:00
TX038296,CTR0045,CP004,PREMIUM,2025-07,2025-07-11,GBP,11578.51,1.27,14704.71,2025-07-13 22:22:00
TX038297,CTR0040,CP032,COMMISSION,2025-05,2025-05-08,BRL,388.76,0.2,77.75,2025-05-09 00:04:00
TX038298,CTR0427,CP044,CLAIM,2025-04,2025-04-20,USD,25559.79,1.0,25559.79,2025-04-20 17:53:00
TX038299,CTR0155,CP022,CLAIM,2025-10,2025-10-25,GBP,130285.87,1.27,165463.05,2025-10-26 19:43:00
TX038300,CTR0213,CP040,PREMIUM,2025-10,2025-10-12,EUR,11781.5,1.1,12959.65,2025-10-13 02:37:00
TX038301,CTR0349,CP010,COMMISSION,2025-10,2025-10-27,USD,2225.08,1.0,2225.08,2025-10-29 22:51:00
TX038302,CTR0328,CP002,CLAIM,2025-11,2025-11-08,GBP,18792.9,1.27,23866.98,2025-11-08 17:52:00
TX038303,CTR0033,CP005,PREMIUM,2025-06,2025-06-04,GBP,12903.92,1.27,16387.98,2025-06-04 12:46:00
TX038304,CTR0465,CP001,CLAIM,2025-11,2025-11-02,EUR,10499.94,1.1,11549.93,2025-11-03 06:51:00
TX038305,CTR0133,CP005,CLAIM,2025-02,2025-02-01,BRL,15545.56,0.2,3109.11,2025-02-02 23:21:00
TX038306,CTR0384,CP013,CLAIM,2025-01,2025-01-27,EUR,11141.7,1.1,12255.87,2025-01-28 07:17:00
TX038307,CTR0417,CP049,CLAIM,2025-06,2025-06-30,USD,5016.03,1.0,5016.03,2025-07-01 19:56:00
TX038308,CTR0270,CP030,PREMIUM,2025-03,2025-03-14,GBP,11200.34,1.27,14224.43,2025-03-16 21:33:00
TX038309,CTR0082,CP022,CLAIM,2025-12,2025-12-23,GBP,65605.27,1.27,83318.69,2025-12-24 14:55:00
TX038310,CTR0273,CP008,PREMIUM,2025-02,2025-02-15,GBP,7299.78,1.27,9270.72,2025-02-15 08:08:00
TX038311,CTR0123,CP033,PREMIUM,2025-04,2025-04-08,BRL,3467.11,0.2,693.42,2025-04-10 04:26:00
TX038312,CTR0425,CP021,PREMIUM,2025-04,2025-04-22,EUR,66582.16,1.1,73240.38,2025-04-22 19:39:00
TX038313,CTR0378,CP038,CLAIM,2025-04,2025-04-20,USD,10706.51,1.0,10706.51,2025-04-22 08:38:00
TX038314,CTR0412,CP012,COMMISSION,2025-02,2025-02-11,BRL,3242.13,0.2,648.43,2025-02-11 13:12:00
TX038315,CTR0415,CP001,COMMISSION,2025-12,2025-12-08,EUR,914.52,1.1,1005.97,2025-12-08 07:58:00
TX038316,CTR0090,CP042,COMMISSION,2025-03,2025-03-06,GBP,535.56,1.27,680.16,2025-03-08 18:14:00
TX038317,CTR0016,CP040,COMMISSION,2025-09,2025-09-24,GBP,5175.73,1.27,6573.18,2025-09-24 12:25:00
TX038318,CTR0314,CP015,PREMIUM,2025-09,2025-09-15,GBP,19044.28,1.27,24186.24,2025-09-17 07:16:00
TX038319,CTR0307,CP016,PREMIUM,2025-03,2025-03-21,USD,17452.56,1.0,17452.56,2025-03-21 00:18:00
TX038320,CTR0433,CP042,PREMIUM,2025-09,2025-09-02,USD,12192.58,1.0,12192.58,2025-09-03 16:59:00
TX038321,CTR0319,CP047,CLAIM,2025-01,2025-01-29,GBP,29102.82,1.27,36960.58,2025-01-31 23:01:00
TX038322,CTR0402,CP039,CLAIM,2025-04,2025-04-14,EUR,1302.33,1.1,1432.56,2025-04-14 03:30:00
TX038323,CTR0175,CP035,CLAIM,2025-12,2025-12-02,GBP,14098.09,1.27,17904.57,2025-12-03 15:25:00
TX038324,CTR0063,CP019,PREMIUM,2025-10,2025-10-28,EUR,18028.72,1.1,19831.59,2025-10-30 19:20:00
TX038325,CTR0019,CP042,PREMIUM,2025-06,2025-06-02,USD,8634.97,1.0,8634.97,2025-06-03 11:13:00
TX038326,CTR0218,CP005,COMMISSION,2025-09,2025-09-01,GBP,1494.42,1.27,1897.91,2025-09-02 19:29:00
TX038327,CTR0001,CP005,CLAIM,2025-02,2025-02-25,GBP,16376.44,1.27,20798.08,2025-02-27 05:25:00
TX038328,CTR0260,CP030,CLAIM,2025-06,2025-06-07,BRL,18008.77,0.2,3601.75,2025-06-09 23:43:00
TX038329,CTR0201,CP019,COMMISSION,2025-01,2025-01-13,BRL,4027.3,0.2,805.46,2025-01-14 07:04:00
TX038330,CTR0129,CP029,COMMISSION,2025-01,2025-01-08,BRL,1567.64,0.2,313.53,2025-01-10 02:30:00
TX038331,CTR0296,CP027,COMMISSION,2025-12,2025-12-15,GBP,2068.68,1.27,2627.22,2025-12-17 23:25:00
TX038332,CTR0340,CP048,CLAIM,2025-08,2025-08-28,USD,2752.93,1.0,2752.93,2025-08-30 19:22:00
TX038333,CTR0020,CP023,CLAIM,2025-02,2025-02-22,EUR,15544.01,1.1,17098.41,2025-02-23 18:02:00
TX038334,CTR0239,CP016,COMMISSION,2025-10,2025-10-13,GBP,1683.31,1.27,2137.8,2025-10-13 14:20:00
TX038335,CTR0470,CP047,COMMISSION,2025-07,2025-07-02,EUR,730.78,1.1,803.86,2025-07-03 01:53:00
TX038336,CTR0149,CP042,COMMISSION,2025-03,2025-03-23,EUR,699.19,1.1,769.11,2025-03-25 21:27:00
TX038337,CTR0391,CP038,CLAIM,2025-12,2025-12-12,BRL,3730.21,0.2,746.04,2025-12-14 02:17:00
TX038338,CTR0169,CP017,PREMIUM,2025-02,2025-02-13,BRL,14807.82,0.2,2961.56,2025-02-14 04:08:00
TX038339,CTR0136,CP016,COMMISSION,2025-09,2025-09-20,BRL,557.18,0.2,111.44,2025-09-21 17:28:00
TX038340,CTR0429,CP002,PREMIUM,2025-04,2025-04-26,BRL,1555.18,0.2,311.04,2025-04-26 15:15:00
TX038341,CTR0179,CP046,PREMIUM,2025-11,2025-11-24,BRL,22140.05,0.2,4428.01,2025-11-26 05:09:00
TX038342,CTR0434,CP007,CLAIM,2025-09,2025-09-14,USD,6371.31,1.0,6371.31,2025-09-15 06:29:00
